raceid,driverid,constructorid,grid
174,37,21,14
174,50,21,15
174,18,3,16
174,63,15,17
174,55,20,18
174,2,20,19
174,64,15,20
174,48,18,21
174,60,18,22
141,30,6,1
141,22,6,2
141,57,1,3
141,49,17,4
141,23,3,5
141,14,1,6
141,15,17,7
141,35,16,8
141,44,16,9
141,2,15,10
141,31,3,11
141,56,19,12
141,8,15,13
141,55,20,14
141,50,21,15
141,18,22,16
141,21,22,17
141,59,21,18
141,4,18,19
141,60,20,20
141,54,19,21
141,58,18,22
142,30,6,1
142,22,6,2
142,23,3,3
142,57,1,4
142,15,17,5
142,31,3,6
142,35,16,7
142,14,1,8
142,49,17,9
142,44,16,10
142,2,15,11
142,56,19,12
142,55,20,13
142,8,15,14
142,54,19,15
142,21,22,16
142,18,22,17
142,50,21,18
142,60,20,19
142,58,18,20
142,4,18,21
142,59,21,22
143,30,6,1
143,23,3,2
143,57,1,3
143,31,3,4
143,14,1,5
143,22,6,6
143,15,17,7
143,49,17,8
143,2,15,9
143,8,15,10
143,44,16,11
143,35,16,12
143,56,19,13
143,54,19,14
143,55,20,15
143,59,21,16
143,50,21,17
143,21,22,18
143,4,18,19
143,18,22,20
143,60,20,21
143,58,18,22
144,14,1,1
144,57,1,2
144,23,3,3
144,30,6,4
144,15,17,5
144,22,6,6
144,31,3,7
144,44,16,8
144,49,17,9
144,8,15,10
144,35,16,11
144,2,15,12
144,56,19,13
144,55,20,14
144,54,19,15
144,59,21,16
144,50,21,17
144,4,18,18
144,21,22,19
144,60,20,20
144,18,22,21
144,58,18,22
145,30,6,1
145,57,1,2
145,14,1,3
145,22,6,4
145,23,3,5
145,15,17,6
145,35,16,7
145,49,17,8
145,8,15,9
145,2,15,10
145,44,16,11
145,31,3,12
145,56,19,13
145,54,20,14
145,55,20,15
145,59,21,16
145,50,21,17
145,4,18,18
145,21,22,19
145,37,19,20
145,18,22,21
145,58,18,22
146,30,6,1
146,31,3,2
146,23,3,3
146,22,6,4
146,15,17,5
146,2,15,6
146,14,1,7
146,57,1,8
146,8,15,9
146,44,16,10
146,49,17,11
146,35,16,12
146,56,19,13
146,37,19,14
146,59,21,15
146,50,21,16
146,54,20,17
146,4,18,18
146,21,22,19
146,55,20,20
146,18,22,21
146,58,18,22
147,14,1,1
147,30,6,2
147,57,1,3
147,22,6,4
147,23,3,5
147,56,19,6
147,31,3,7
147,15,17,8
147,35,16,9
147,21,22,10
147,55,20,11
147,44,16,12
147,49,17,13
147,37,19,14
147,8,15,15
147,2,15,16
147,18,22,17
147,4,18,18
147,50,21,19
147,59,21,20
147,54,20,21
147,58,18,22
148,30,6,1
148,23,3,2
148,14,1,3
148,15,17,4
148,22,6,5
148,44,16,6
148,8,15,7
148,57,1,8
148,35,16,9
148,31,3,10
148,2,15,11
148,41,17,12
148,50,21,13
148,37,19,14
148,56,19,15
148,55,20,16
148,59,21,17
148,21,22,18
148,54,20,19
148,18,22,20
148,58,18,21
148,4,18,22
149,30,6,1
149,23,3,2
149,31,3,3
149,22,6,4
149,14,1,5
149,57,1,6
149,15,17,7
149,49,17,8
149,8,15,9
149,2,15,10
149,35,16,11
149,56,19,12
149,44,16,13
149,55,20,14
149,21,22,15
149,37,19,16
149,54,20,17
149,59,21,18
149,50,21,19
149,18,22,20
149,4,18,21
149,58,18,22
150,23,3,1
150,30,6,2
150,14,1,3
150,57,1,4
150,15,17,5
150,31,3,6
150,49,17,7
150,22,6,8
150,2,15,9
150,35,16,10
150,44,16,11
150,56,19,12
150,8,15,13
150,37,19,14
150,54,20,15
150,21,22,16
150,18,22,17
150,50,21,18
150,55,20,19
150,59,21,20
150,4,18,21
150,58,18,22
151,30,6,1
151,57,1,2
151,14,1,3
151,15,17,4
151,49,17,5
151,22,6,6
151,8,15,7
151,31,3,8
151,2,15,9
151,23,3,10
151,44,16,11
151,35,16,12
151,37,19,13
151,55,20,14
151,56,19,15
151,54,20,16
151,50,21,17
151,18,22,18
151,21,22,19
151,59,21,20
151,4,18,21
152,31,3,1
152,23,3,2
152,57,1,3
152,30,6,4
152,14,1,5
152,22,6,6
152,2,15,7
152,8,15,8
152,37,19,9
152,15,17,10
152,56,19,11
152,35,16,12
152,44,16,13
152,55,20,14
152,41,17,15
152,54,20,16
152,21,22,17
152,18,22,18
152,59,21,19
152,50,21,20
152,4,18,21
152,58,18,22
153,30,6,1
153,14,1,2
153,22,6,3
153,23,3,4
153,15,17,5
153,57,1,6
153,2,15,7
153,31,3,8
153,8,15,9
153,35,16,10
153,44,16,11
153,55,17,12
153,37,19,13
153,56,19,14
153,21,22,15
153,49,20,16
153,18,22,17
153,4,18,18
153,54,20,19
153,59,21,20
153,50,21,21
153,58,18,22
154,31,3,1
154,23,3,2
154,30,6,3
154,49,20,4
154,22,6,5
154,35,16,6
154,57,1,7
154,21,22,8
154,14,1,9
154,37,19,10
154,44,16,11
154,8,15,12
154,55,17,13
154,2,15,14
154,18,22,15
154,15,17,16
154,56,19,17
154,54,20,18
154,50,21,19
154,4,18,20
154,59,21,21
154,58,18,22
155,31,3,1
155,22,6,2
155,30,6,3
155,23,3,4
155,15,17,5
155,14,1,6
155,57,1,7
155,2,15,8
155,8,15,9
155,37,19,10
155,18,22,11
155,49,20,12
155,56,19,13
155,21,22,14
155,35,16,15
155,55,17,16
155,44,16,17
155,59,21,18
155,50,21,19
155,61,20,20
155,4,18,21
155,62,18,22
156,30,6,1
156,23,3,2
156,31,3,3
156,57,1,4
156,22,6,5
156,2,15,6
156,14,1,7
156,15,17,8
156,55,17,9
156,18,22,10
156,8,15,11
156,21,22,12
156,44,16,13
156,56,19,14
156,49,20,15
156,37,19,16
156,4,18,17
156,35,16,18
156,59,21,19
156,50,21,20
156,61,20,21
156,62,18,22
157,30,6,1
157,31,3,2
157,23,3,3
157,22,6,4
157,57,1,5
157,21,22,6
157,14,1,7
157,15,17,8
157,18,22,9
157,2,15,10
157,55,17,11
157,8,15,12
157,56,19,13
157,35,16,14
157,49,20,15
157,37,19,16
157,44,16,17
157,4,18,18
157,61,20,19
157,59,21,20
157,50,21,21
157,62,18,22
124,22,6,1
124,30,6,2
124,23,3,3
124,14,1,4
124,8,1,5
124,31,3,6
124,15,4,7
124,21,17,8
124,13,15,9
124,2,15,10
124,18,4,11
124,44,16,12
124,35,16,13
124,63,7,14
124,49,21,15
124,66,7,16
124,59,21,17
124,17,18,18
124,56,19,19
124,37,19,20
124,62,18,21
124,11,17,22
125,30,6,1
125,31,3,2
125,22,6,3
125,23,3,4
125,8,1,5
125,14,1,6
125,2,15,7
125,18,4,8
125,21,17,9
125,63,7,10
125,49,21,11
125,15,4,12
125,35,16,13
125,13,15,14
125,11,17,15
125,59,21,16
125,37,19,17
125,44,16,18
125,66,7,19
125,56,19,20
125,17,18,21
125,62,18,22
126,31,3,1
126,30,6,2
126,23,3,3
126,14,1,4
126,8,1,5
126,15,4,6
126,18,4,7
126,22,6,8
126,2,15,9
126,63,7,10
126,37,19,11
126,13,15,12
126,56,19,13
126,21,17,14
126,35,16,15
126,66,7,16
126,44,16,17
126,49,21,18
126,11,17,19
126,17,18,20
126,59,21,21
126,62,18,22
127,30,6,1
127,22,6,2
127,23,3,3
127,31,3,4
127,8,1,5
127,14,1,6
127,2,15,7
127,15,4,8
127,18,4,9
127,35,16,10
127,13,15,11
127,44,16,12
127,49,21,13
127,11,17,14
127,21,17,15
127,63,7,16
127,66,7,17
127,56,19,18
127,17,18,19
127,59,21,20
127,,,21
128,30,6,1
128,22,6,2
128,23,3,3
128,31,3,4
128,8,1,5
128,18,4,6
128,14,1,7
128,2,15,8
128,15,4,9
128,49,21,10
128,13,15,11
128,21,17,12
128,44,16,13
128,59,21,14
128,35,16,15
128,37,19,16
128,63,7,17
128,11,17,18
128,66,7,19
128,17,18,20
129,22,6,1
129,23,3,2
129,30,6,3
129,31,3,4
129,2,15,5
129,8,1,6
129,13,15,7
129,14,1,8
129,44,16,9
129,63,7,10
129,49,21,11
129,59,21,12
129,18,4,13
129,66,7,14
129,21,17,15
129,15,4,16
129,35,16,17
129,11,17,18
129,37,19,19
129,56,19,20
129,17,18,21
129,62,18,22
130,31,3,1
130,14,1,2
130,30,6,3
130,23,3,4
130,22,6,5
130,8,1,6
130,15,4,7
130,18,4,8
130,63,7,9
130,66,7,10
130,21,17,11
130,49,21,12
130,13,15,13
130,35,16,14
130,2,15,15
130,11,17,16
130,37,19,17
130,44,16,18
130,56,19,19
130,17,18,20
130,59,21,21
130,62,18,22
131,31,3,1
131,30,6,2
131,22,6,3
131,23,3,4
131,8,1,5
131,21,17,6
131,2,15,7
131,14,1,8
131,35,16,9
131,15,4,10
131,44,16,11
131,13,15,12
131,18,4,13
131,56,19,14
131,11,17,15
131,37,19,16
131,59,21,17
131,63,7,18
131,49,21,19
131,66,7,20
131,17,18,21
131,62,18,22
132,31,3,1
132,23,3,2
132,30,6,3
132,22,6,4
132,14,1,5
132,8,1,6
132,15,4,7
132,18,4,8
132,2,15,9
132,63,7,10
132,13,15,11
132,44,16,12
132,66,7,13
132,11,17,14
132,49,21,15
132,37,19,16
132,56,19,17
132,21,17,18
132,35,16,19
132,17,18,20
132,59,21,21
132,62,18,22
133,31,3,1
133,22,6,2
133,30,6,3
133,23,3,4
133,8,1,5
133,14,1,6
133,15,4,7
133,63,7,8
133,35,16,9
133,2,15,10
133,13,15,11
133,18,4,12
133,44,16,13
133,11,17,14
133,66,7,15
133,49,21,16
133,21,17,17
133,59,21,18
133,56,19,19
133,17,18,20
133,37,19,21
134,31,3,1
134,30,6,2
134,22,6,3
134,8,1,4
134,23,3,5
134,14,1,6
134,18,4,7
134,15,4,8
134,56,19,9
134,2,15,10
134,44,16,11
134,13,15,12
134,35,16,13
134,11,17,14
134,37,19,15
134,63,7,16
134,66,7,17
134,17,18,18
134,62,18,19
135,30,6,1
135,23,3,2
135,22,6,3
135,31,3,4
135,8,1,5
135,21,17,6
135,44,16,7
135,15,4,8
135,14,1,9
135,2,15,10
135,35,16,11
135,11,17,12
135,18,4,13
135,13,15,14
135,49,21,15
135,56,19,16
135,66,7,17
135,59,21,18
135,63,7,19
135,37,19,20
135,17,18,21
136,22,6,1
136,30,6,2
136,23,3,3
136,31,3,4
136,21,17,5
136,15,4,6
136,13,15,7
136,2,15,8
136,18,4,9
136,14,1,10
136,8,1,11
136,44,16,12
136,35,16,13
136,11,17,14
136,37,19,15
136,56,19,16
136,63,7,17
136,66,7,18
136,17,18,19
136,19,18,20
137,30,6,1
137,8,1,2
137,22,6,3
137,23,3,4
137,31,3,5
137,14,1,6
137,15,4,7
137,56,19,8
137,63,7,9
137,18,4,10
137,37,19,11
137,35,16,12
137,66,7,13
137,21,17,14
137,44,16,15
137,11,17,16
137,13,15,17
137,2,15,18
137,17,18,19
137,19,18,20
138,31,3,1
138,30,6,2
138,23,3,3
138,22,6,4
138,56,19,5
138,8,1,6
138,14,1,7
138,37,19,8
138,35,16,9
138,63,7,10
138,15,4,11
138,21,17,12
138,66,7,13
138,13,15,14
138,2,15,15
138,44,16,16
138,18,4,17
138,11,17,18
138,17,18,19
138,62,18,20
139,30,6,1
139,22,6,2
139,14,1,3
139,31,3,4
139,23,3,5
139,8,1,6
139,35,16,7
139,15,4,8
139,21,17,9
139,2,15,10
139,49,15,11
139,44,16,12
139,56,19,13
139,18,4,14
139,11,17,15
139,66,7,16
139,37,19,17
139,17,18,18
139,63,7,19
139,62,18,20
140,30,6,1
140,22,6,2
140,14,1,3
140,8,1,4
140,23,3,5
140,31,3,6
140,11,17,7
140,21,17,8
140,35,16,9
140,18,4,10
140,15,4,11
140,2,15,12
140,63,7,13
140,56,19,14
140,13,15,15
140,44,16,16
140,37,19,17
140,66,7,18
140,17,18,19
108,30,6,1
108,22,6,2
108,31,3,3
108,49,15,4
108,44,7,5
108,35,16,6
108,2,15,7
108,18,16,8
108,23,3,9
108,4,4,10
108,14,1,11
108,15,4,12
108,21,17,13
108,17,19,14
108,8,1,15
108,43,7,16
108,52,17,17
108,42,19,18
108,51,18,19
108,50,18,20
109,4,4,1
109,15,4,2
109,30,6,3
109,14,1,4
109,22,6,5
109,2,15,6
109,8,1,7
109,31,3,8
109,18,16,9
109,44,7,10
109,43,7,11
109,35,16,12
109,49,15,13
109,21,17,14
109,42,19,15
109,17,19,16
109,23,3,17
109,50,18,18
109,51,18,19
109,52,17,20
110,22,6,1
110,14,1,2
110,17,19,3
110,8,1,4
110,15,4,5
110,23,3,6
110,30,6,7
110,21,17,8
110,31,3,9
110,4,4,10
110,18,16,11
110,2,15,12
110,35,16,13
110,49,15,14
110,44,7,15
110,52,17,16
110,42,19,17
110,43,7,18
110,50,18,19
110,51,18,20
111,30,6,1
111,23,3,2
111,22,6,3
111,31,3,4
111,17,19,5
111,8,1,6
111,35,16,7
111,4,4,8
111,18,16,9
111,44,7,10
111,2,15,11
111,14,1,12
111,43,7,13
111,49,15,14
111,42,19,15
111,15,4,16
111,21,17,17
111,51,18,18
111,52,17,19
112,30,6,1
112,22,6,2
112,4,4,3
112,15,4,4
112,18,16,5
112,44,7,6
112,23,3,7
112,14,1,8
112,31,3,9
112,49,15,10
112,35,16,11
112,17,19,12
112,43,7,13
112,2,15,14
112,52,17,15
112,42,19,16
112,21,17,17
112,51,18,18
112,50,18,19
112,8,1,20
113,30,6,1
113,8,1,2
113,31,3,3
113,2,15,4
113,22,6,5
113,15,4,6
113,18,16,7
113,42,19,8
113,21,17,9
113,23,3,10
113,44,7,11
113,35,16,12
113,43,7,13
113,14,1,14
113,49,15,15
113,52,17,16
113,17,19,17
113,51,18,18
113,4,4,19
113,50,18,20
114,23,3,1
114,8,1,2
114,31,3,3
114,15,4,4
114,30,6,5
114,14,1,6
114,22,6,7
114,4,4,8
114,17,19,9
114,43,7,10
114,35,16,11
114,21,17,12
114,42,19,13
114,2,15,14
114,49,15,15
114,52,17,16
114,44,7,17
114,50,18,18
114,51,18,19
115,23,3,1
115,31,3,2
115,30,6,3
115,4,4,4
115,22,6,5
115,17,19,6
115,44,7,7
115,15,4,8
115,43,7,9
115,49,15,10
115,14,1,11
115,2,15,12
115,42,19,13
115,35,16,14
115,50,18,15
115,21,17,16
115,18,16,17
115,51,18,18
115,52,17,19
115,8,1,20
116,8,1,1
116,30,6,2
116,23,3,3
116,31,3,4
116,22,6,5
116,15,4,6
116,44,7,7
116,4,4,8
116,14,1,9
116,43,7,10
116,17,19,11
116,18,16,12
116,21,17,13
116,52,17,14
116,49,15,15
116,42,19,16
116,35,16,17
116,50,18,18
116,51,18,19
116,2,15,20
117,23,3,1
117,31,3,2
117,30,6,3
117,8,1,4
117,14,1,5
117,15,4,6
117,4,4,7
117,22,6,8
117,17,19,9
117,44,7,10
117,42,19,11
117,35,16,12
117,43,7,13
117,18,16,14
117,2,15,15
117,49,15,16
117,21,17,17
117,52,17,18
117,50,18,19
117,51,18,20
118,22,6,1
118,15,4,2
118,8,1,3
118,23,3,4
118,30,6,5
118,43,7,6
118,31,3,7
118,4,4,8
118,35,16,9
118,42,19,10
118,17,19,11
118,14,1,12
118,44,7,13
118,49,15,14
118,21,17,15
118,2,15,16
118,52,17,17
118,51,18,18
118,50,18,19
118,18,16,20
119,31,3,1
119,23,3,2
119,22,6,3
119,15,4,4
119,8,1,5
119,30,6,6
119,44,7,7
119,4,4,8
119,43,7,9
119,14,1,10
119,17,19,11
119,,,12
119,35,16,13
119,49,15,14
119,2,15,15
119,51,19,16
119,18,16,17
119,52,17,18
119,50,18,19
119,53,18,20
120,4,4,1
120,23,3,2
120,17,19,3
120,31,3,4
120,22,6,5
120,15,4,6
120,8,1,7
120,30,6,8
120,14,1,9
120,44,7,10
120,2,15,11
120,51,19,12
120,21,17,13
120,18,16,14
120,43,7,15
120,35,16,16
120,49,15,17
120,50,18,18
120,47,17,19
120,53,18,20
121,30,6,1
121,31,3,2
121,22,6,3
121,8,1,4
121,48,3,5
121,15,4,6
121,18,16,7
121,14,1,8
121,44,7,9
121,35,16,10
121,17,19,11
121,43,7,12
121,21,17,13
121,49,15,14
121,51,19,15
121,2,15,16
121,50,18,17
121,47,17,18
121,53,18,19
121,4,4,20
122,8,1,1
122,22,6,2
122,44,7,3
122,31,3,4
122,23,3,5
122,4,4,6
122,30,6,7
122,14,1,8
122,43,7,9
122,15,4,10
122,18,16,11
122,35,16,12
122,2,15,13
122,17,19,14
122,49,15,15
122,51,19,16
122,21,17,17
122,52,17,18
122,50,18,19
122,53,18,20
123,22,6,1
123,31,3,2
123,43,7,3
123,44,7,4
123,4,4,5
123,17,19,6
123,14,1,7
123,8,1,8
123,18,16,9
123,51,19,10
123,2,15,11
123,49,15,12
123,11,16,13
123,30,6,14
123,52,17,15
123,21,17,16
123,50,18,17
123,53,18,18
123,23,3,19
123,15,4,20
90,30,6,1
90,22,6,2
90,31,3,3
90,18,16,4
90,4,4,5
90,17,19,6
90,11,16,7
90,23,3,8
90,15,4,9
90,8,1,10
90,13,15,11
90,14,1,12
90,43,7,13
90,21,15,14
90,2,17,15
90,45,17,16
90,47,18,17
90,44,7,18
90,32,19,19
90,46,18,20
91,30,6,1
91,17,19,2
91,22,6,3
91,31,3,4
91,8,1,5
91,18,16,6
91,23,3,7
91,15,4,8
91,14,1,9
91,43,7,10
91,13,15,11
91,21,15,12
91,32,19,13
91,44,7,14
91,2,17,15
91,46,18,16
91,47,18,17
91,45,17,18
91,4,4,19
91,11,16,20
92,30,6,1
92,22,6,2
92,31,3,3
92,23,3,4
92,11,16,5
92,18,16,6
92,15,4,7
92,44,7,8
92,43,7,9
92,14,1,10
92,21,15,11
92,32,19,12
92,13,15,13
92,17,19,14
92,45,17,15
92,4,4,16
92,46,18,17
92,2,17,18
92,8,1,19
92,47,18,20
93,18,16,1
93,30,6,2
93,31,3,3
93,22,6,4
93,23,3,5
93,4,4,6
93,11,16,7
93,17,19,8
93,15,4,9
93,43,7,10
93,14,1,11
93,13,15,12
93,44,7,13
93,32,19,14
93,45,17,15
93,2,17,16
93,46,18,17
93,21,15,18
93,47,18,19
93,8,1,20
94,30,6,1
94,31,3,2
94,11,16,3
94,15,4,4
94,22,6,5
94,23,3,6
94,44,7,7
94,4,4,8
94,17,19,9
94,14,1,10
94,43,7,11
94,21,15,12
94,8,1,13
94,18,16,14
94,2,17,15
94,32,19,16
94,13,15,17
94,46,18,18
94,45,17,19
94,47,18,20
95,15,4,1
95,18,16,2
95,4,4,3
95,30,6,4
95,8,1,5
95,22,6,6
95,11,16,7
95,14,1,8
95,31,3,9
95,21,15,10
95,17,19,11
95,23,3,12
95,44,7,13
95,32,19,14
95,43,7,15
95,13,15,16
95,2,17,17
95,45,17,18
95,47,18,19
95,46,18,20
96,30,6,1
96,11,16,2
96,15,4,3
96,8,1,4
96,18,16,5
96,4,4,6
96,22,6,7
96,31,3,8
96,23,3,9
96,44,7,10
96,43,7,11
96,32,19,12
96,2,17,13
96,17,19,14
96,45,17,15
96,13,15,16
96,47,18,17
96,14,1,18
96,21,15,19
96,46,18,20
97,23,3,1
97,18,16,2
97,15,4,3
97,31,3,4
97,4,4,5
97,30,6,6
97,22,6,7
97,8,1,8
97,14,1,9
97,32,19,10
97,21,15,11
97,43,7,12
97,44,7,13
97,17,19,14
97,2,17,15
97,10,17,16
97,13,15,17
97,47,18,18
97,46,18,19
98,22,6,1
98,30,6,2
98,11,16,3
98,18,16,4
98,31,3,5
98,23,3,6
98,8,1,7
98,44,7,8
98,4,4,9
98,17,19,10
98,43,7,11
98,14,1,12
98,32,19,13
98,21,15,14
98,13,15,15
98,2,17,16
98,45,17,17
98,46,18,18
98,47,18,19
98,15,4,20
99,4,4,1
99,30,6,2
99,14,1,3
99,18,16,4
99,15,4,5
99,31,3,6
99,11,16,7
99,48,3,8
99,8,1,9
99,22,6,10
99,43,7,11
99,17,19,12
99,32,19,13
99,44,7,14
99,21,15,15
99,13,15,16
99,2,17,17
99,45,17,18
99,46,18,19
99,47,18,20
100,8,1,1
100,22,6,2
100,18,16,3
100,30,6,4
100,15,4,5
100,14,1,6
100,31,3,7
100,11,16,8
100,17,19,9
100,13,15,10
100,48,3,11
100,43,7,12
100,32,19,13
100,45,17,14
100,2,17,15
100,4,4,16
100,44,7,17
100,46,18,18
100,47,18,19
100,21,15,20
101,30,6,1
101,31,3,2
101,8,1,3
101,14,1,4
101,4,4,5
101,15,4,6
101,22,6,7
101,11,16,8
101,44,7,9
101,42,3,10
101,17,19,11
101,32,19,12
101,18,16,13
101,21,15,14
101,43,7,15
101,13,15,16
101,45,17,17
101,2,17,18
101,46,18,19
101,47,18,20
102,30,6,1
102,22,6,2
102,11,16,3
102,18,16,4
102,4,4,5
102,42,3,6
102,31,3,7
102,21,15,8
102,15,4,9
102,8,1,10
102,17,19,11
102,14,1,12
102,44,7,13
102,32,19,14
102,41,7,15
102,2,17,16
102,45,17,17
102,47,18,18
102,46,18,19
102,13,15,20
103,15,4,1
103,30,6,2
103,4,4,3
103,14,1,4
103,21,15,5
103,22,6,6
103,17,19,7
103,13,15,8
103,44,7,9
103,8,1,10
103,31,3,11
103,18,16,12
103,32,19,13
103,42,3,14
103,11,16,15
103,2,17,16
103,46,18,17
103,47,18,18
103,45,17,19
103,41,7,20
104,22,6,1
104,31,3,2
104,30,6,3
104,4,4,4
104,11,16,5
104,18,16,6
104,8,1,7
104,42,3,8
104,15,4,9
104,14,1,10
104,41,7,11
104,17,19,12
104,44,7,13
104,32,19,14
104,21,15,15
104,13,15,16
104,45,17,17
104,46,18,18
104,47,18,19
104,2,17,20
105,22,6,1
105,8,1,2
105,18,16,3
105,13,15,4
105,23,3,5
105,4,4,6
105,21,15,7
105,44,7,8
105,14,1,9
105,31,3,10
105,17,19,11
105,35,4,12
105,41,7,13
105,2,17,14
105,32,19,15
105,10,17,16
105,46,18,17
105,11,16,18
105,47,18,19
105,30,6,20
106,30,6,1
106,23,3,2
106,17,19,3
106,11,16,4
106,18,16,5
106,15,7,6
106,21,15,7
106,14,1,8
106,35,4,9
106,44,7,10
106,4,4,11
106,8,1,12
106,31,3,13
106,32,19,14
106,22,6,15
106,2,17,16
106,10,17,17
106,46,18,18
106,13,15,19
106,47,18,20
107,22,6,1
107,31,3,2
107,8,1,3
107,13,15,4
107,18,16,5
107,11,16,6
107,23,3,7
107,4,4,8
107,15,7,9
107,21,15,10
107,17,19,11
107,14,1,12
107,35,4,13
107,41,7,14
107,32,19,15
107,2,17,16
107,10,17,17
107,30,6,18
107,47,18,19
107,46,18,20
71,21,4,1
71,15,7,2
71,17,3,3
71,35,15,4
71,14,9,5
71,32,9,6
71,2,3,7
71,18,16,8
71,31,1,9
71,8,1,10
71,22,6,11
71,39,17,12
71,4,4,13
71,33,17,14
71,23,7,15
71,40,18,16
71,27,18,17
71,13,15,18
71,30,6,19
71,11,16,20
72,4,4,1
72,15,7,2
72,21,4,3
72,17,3,4
72,23,7,5
72,8,1,6
72,32,9,7
72,14,9,8
72,18,16,9
72,2,3,10
72,31,1,11
72,22,6,12
72,30,6,13
72,13,15,14
72,19,16,15
72,35,15,16
72,39,17,17
72,33,17,18
72,27,18,19
72,40,18,20
73,4,4,1
73,30,6,2
73,15,7,3
73,2,3,4
73,17,3,5
73,23,7,6
73,32,9,7
73,37,1,8
73,8,1,9
73,21,4,10
73,18,16,11
73,13,15,12
73,11,16,13
73,14,9,14
73,35,15,15
73,33,17,16
73,39,17,17
73,27,18,18
73,40,18,19
73,22,6,20
74,8,1,1
74,4,4,2
74,18,16,3
74,17,3,4
74,15,7,5
74,11,16,6
74,25,1,7
74,2,3,8
74,22,6,9
74,23,7,10
74,35,15,11
74,21,4,12
74,30,6,13
74,14,9,14
74,24,9,15
74,39,17,16
74,33,17,17
74,13,15,18
74,40,18,19
74,27,18,20
75,8,1,1
75,17,3,2
75,4,4,3
75,23,7,4
75,15,7,5
75,21,4,6
75,31,1,7
75,30,6,8
75,14,9,9
75,13,15,10
75,24,9,11
75,35,15,12
75,39,17,13
75,27,18,14
75,40,18,15
75,22,6,16
75,2,3,17
75,33,17,18
76,8,1,1
76,4,4,2
76,17,3,3
76,21,4,4
76,15,7,5
76,2,3,6
76,14,9,7
76,30,6,8
76,35,15,9
76,22,6,10
76,13,15,11
76,24,9,12
76,40,18,13
76,27,18,14
76,33,17,15
76,31,1,16
76,39,17,17
76,23,7,18
77,2,3,1
77,8,1,2
77,17,3,3
77,15,7,4
77,31,1,5
77,4,4,6
77,22,6,7
77,23,7,8
77,21,4,9
77,30,6,10
77,13,15,11
77,14,9,12
77,18,16,13
77,24,9,14
77,35,15,15
77,11,16,16
77,33,17,17
77,40,18,18
77,39,17,19
77,27,18,20
78,18,16,1
78,30,6,2
78,4,4,3
78,21,4,4
78,31,1,5
78,11,16,6
78,8,1,7
78,35,15,8
78,15,7,9
78,23,7,10
78,13,15,11
78,14,9,12
78,2,3,13
78,17,3,14
78,27,18,15
78,32,9,16
78,39,17,17
78,33,17,18
78,40,18,19
78,22,6,20
79,15,7,1
79,8,1,2
79,18,16,3
79,21,4,4
79,30,6,5
79,4,4,6
79,22,6,7
79,11,16,8
79,17,3,9
79,13,15,10
79,31,1,11
79,35,15,12
79,41,7,13
79,32,9,14
79,2,3,15
79,14,9,16
79,33,17,17
79,27,18,18
79,39,17,19
79,40,18,20
80,4,4,1
80,15,7,2
80,30,6,3
80,11,16,4
80,22,6,5
80,21,4,6
80,18,16,7
80,31,1,8
80,13,15,9
80,35,15,10
80,23,7,11
80,17,3,12
80,8,1,13
80,2,3,14
80,14,9,15
80,32,9,16
80,39,17,17
80,40,18,18
80,33,17,19
80,27,18,20
81,4,4,1
81,18,16,2
81,31,1,3
81,15,7,4
81,22,6,5
81,21,4,6
81,11,16,7
81,23,7,8
81,30,6,9
81,35,15,10
81,17,3,11
81,8,1,12
81,14,9,13
81,2,3,14
81,32,9,15
81,13,15,16
81,39,17,17
81,27,18,18
81,40,18,19
81,33,17,20
82,8,1,1
82,18,16,2
82,4,4,3
82,21,4,4
82,30,6,5
82,17,3,6
82,2,3,7
82,11,16,8
82,15,7,9
82,32,9,10
82,14,9,11
82,23,7,12
82,13,15,13
82,35,15,14
82,22,6,15
82,27,18,16
82,38,18,17
82,33,17,18
82,39,17,19
82,31,1,20
83,30,6,1
83,31,1,2
83,15,7,3
83,8,1,4
83,23,7,5
83,4,4,6
83,22,6,7
83,18,16,8
83,21,4,9
83,11,16,10
83,32,9,11
83,2,3,12
83,14,9,13
83,13,15,14
83,35,15,15
83,17,3,16
83,27,18,17
83,39,17,18
83,38,18,19
83,33,17,20
84,8,1,1
84,21,4,2
84,4,4,3
84,31,1,4
84,15,7,5
84,2,3,6
84,17,3,7
84,13,15,8
84,23,7,9
84,32,9,10
84,22,6,11
84,14,9,12
84,18,16,13
84,33,17,14
84,27,18,15
84,35,15,16
84,38,18,17
84,39,17,18
84,30,6,19
84,11,16,20
85,31,1,1
85,4,4,2
85,18,16,3
85,11,16,4
85,15,7,5
85,30,6,6
85,22,6,7
85,21,4,8
85,23,7,9
85,14,9,10
85,8,1,11
85,35,15,12
85,32,9,13
85,17,3,14
85,13,15,15
85,42,3,16
85,33,17,17
85,38,18,18
85,39,17,19
85,27,18,20
86,31,1,1
86,8,1,2
86,15,7,3
86,4,4,4
86,23,7,5
86,30,6,6
86,13,15,7
86,18,16,8
86,17,3,9
86,11,16,10
86,14,9,11
86,22,6,12
86,21,4,13
86,35,15,14
86,42,3,15
86,32,9,16
86,38,18,17
86,27,18,18
86,33,17,19
86,39,17,20
87,4,4,1
87,31,1,2
87,21,4,3
87,18,16,4
87,8,1,5
87,32,9,6
87,30,6,7
87,13,15,8
87,22,6,9
87,23,7,10
87,33,17,11
87,17,3,12
87,42,3,13
87,14,9,14
87,39,17,15
87,27,18,16
87,15,7,17
87,38,18,18
