constructorStandingsId,raceId,constructorId,yearID,points,position,positionText,wins
11510,511,54,1980,0,12,12,0
11511,511,32,1980,14,5,5,0
11512,511,4,1980,38,4,4,3
11513,511,58,1980,0,15,15,0
11514,511,45,1980,0,14,14,0
23987,512,3,1979,0,7,7,0
23985,512,6,1979,0,9,9,0
23983,512,25,1979,0,11,11,0
23995,512,54,1979,0,15,15,0
23994,512,60,1979,0,14,14,0
23993,512,27,1979,12,1,1,1
23992,512,32,1979,8,2,2,0
23991,512,1,1979,4,3,3,0
23990,512,56,1979,1,4,4,0
23989,512,58,1979,0,5,5,0
24010,513,60,1979,0,15,15,0
24009,513,54,1979,0,13,13,0
24008,513,27,1979,27,1,1,2
24004,513,58,1979,0,8,8,0
24003,513,21,1979,0,7,7,0
24002,513,3,1979,0,9,9,0
24001,513,57,1979,0,11,11,0
24000,513,6,1979,3,5,5,0
23999,513,59,1979,0,12,12,0
23998,513,25,1979,3,4,4,0
23997,513,4,1979,0,10,10,0
24025,514,60,1979,0,15,15,0
24024,514,54,1979,0,14,14,0
24023,514,27,1979,27,1,1,2
24022,514,32,1979,17,3,3,0
24021,514,1,1979,4,5,5,0
24020,514,56,1979,1,7,7,0
24019,514,58,1979,0,9,9,0
24018,514,21,1979,0,8,8,0
24017,514,3,1979,0,11,11,0
24016,514,57,1979,0,13,13,0
24015,514,6,1979,18,2,2,1
24014,514,59,1979,0,10,10,0
24013,514,25,1979,7,4,4,0
24012,514,4,1979,0,12,12,0
24011,514,204,1979,1,6,6,0
24040,515,60,1979,0,15,15,0
24039,515,54,1979,0,14,14,0
24038,515,27,1979,29,2,2,2
24035,515,56,1979,1,8,8,0
24034,515,58,1979,0,9,9,0
24033,515,21,1979,0,10,10,0
24032,515,3,1979,4,6,6,0
24031,515,57,1979,0,13,13,0
24029,515,59,1979,0,11,11,0
24028,515,25,1979,8,4,4,0
24027,515,4,1979,0,12,12,0
24026,515,204,1979,1,7,7,0
24055,516,60,1979,0,15,15,0
24054,516,54,1979,0,14,14,0
24053,516,27,1979,38,1,1,3
24052,516,32,1979,30,3,3,0
24051,516,1,1979,4,5,5,0
24050,516,56,1979,1,8,8,0
24048,516,21,1979,0,10,10,0
24047,516,3,1979,4,6,6,0
24045,516,6,1979,36,2,2,2
24044,516,59,1979,0,11,11,0
24042,516,4,1979,0,12,12,0
24041,516,204,1979,1,7,7,0
24073,517,51,1979,0,15,15,0
24072,517,61,1979,0,17,17,0
24071,517,60,1979,0,16,16,0
24070,517,54,1979,0,11,11,0
24069,517,27,1979,44,2,2,3
24068,517,32,1979,33,3,3,0
24067,517,1,1979,5,5,5,0
24066,517,56,1979,1,9,9,0
24065,517,58,1979,0,10,10,0
24064,517,21,1979,2,7,7,0
24063,517,3,1979,4,6,6,0
24061,517,6,1979,45,1,1,3
24060,517,59,1979,0,12,12,0
24058,517,4,1979,0,13,13,0
24057,517,204,1979,1,8,8,0
24090,518,51,1979,0,15,15,0
24089,518,61,1979,0,17,17,0
24088,518,60,1979,0,16,16,0
24087,518,54,1979,0,11,11,0
24086,518,27,1979,46,2,2,3
24085,518,32,1979,37,3,3,0
24084,518,1,1979,8,6,6,0
24083,518,56,1979,1,9,9,0
24082,518,58,1979,0,10,10,0
24081,518,21,1979,3,7,7,0
24080,518,3,1979,10,5,5,0
24078,518,6,1979,54,1,1,4
24077,518,59,1979,0,12,12,0
24075,518,4,1979,0,13,13,0
24074,518,204,1979,1,8,8,0
24107,519,61,1979,0,17,17,0
24106,519,51,1979,0,15,15,0
24105,519,60,1979,0,16,16,0
24104,519,54,1979,0,13,13,0
24103,519,27,1979,46,2,2,3
24102,519,32,1979,37,3,3,0
24101,519,1,1979,8,7,7,0
24100,519,56,1979,1,10,10,0
24099,519,58,1979,0,11,11,0
24098,519,21,1979,3,8,8,0
24096,519,57,1979,0,14,14,0
24095,519,6,1979,60,1,1,4
24093,519,25,1979,17,4,4,0
24091,519,204,1979,1,9,9,0
24124,520,61,1979,0,17,17,0
24123,520,51,1979,0,15,15,0
24122,520,60,1979,0,16,16,0
24121,520,54,1979,0,13,13,0
24120,520,27,1979,47,2,2,3
24119,520,32,1979,37,3,3,0
24118,520,1,1979,11,7,7,0
24116,520,58,1979,0,11,11,0
24115,520,21,1979,3,8,8,0
24113,520,57,1979,0,14,14,0
24112,520,6,1979,62,1,1,4
24110,520,25,1979,21,5,5,0
24108,520,204,1979,1,9,9,0
24131,521,3,1979,38,3,3,2
24133,521,58,1979,0,11,11,0
24141,521,61,1979,0,17,17,0
24140,521,51,1979,0,15,15,0
24139,521,60,1979,0,16,16,0
24138,521,54,1979,0,13,13,0
24137,521,27,1979,51,2,2,3
24136,521,32,1979,37,4,4,0
24135,521,1,1979,13,7,7,0
24134,521,56,1979,1,10,10,0
24132,521,21,1979,4,8,8,0
24130,521,57,1979,0,14,14,0
24158,522,51,1979,0,15,15,0
24157,522,61,1979,0,17,17,0
24156,522,54,1979,0,13,13,0
24155,522,60,1979,0,16,16,0
24154,522,204,1979,1,9,9,0
24153,522,4,1979,20,6,6,1
24152,522,25,1979,21,5,5,0
24151,522,59,1979,0,12,12,0
24150,522,6,1979,74,1,1,4
24149,522,57,1979,0,14,14,0
24148,522,3,1979,49,3,3,3
24147,522,21,1979,4,8,8,0
24146,522,58,1979,0,11,11,0
24145,522,56,1979,1,10,10,0
24144,522,1,1979,13,7,7,0
24143,522,32,1979,37,4,4,0
24142,522,27,1979,55,2,2,3
24175,523,51,1979,0,15,15,0
24174,523,61,1979,0,17,17,0
24173,523,54,1979,0,13,13,0
24172,523,60,1979,0,16,16,0
24171,523,204,1979,4,9,9,0
24170,523,4,1979,20,6,6,1
24169,523,25,1979,21,5,5,0
24168,523,59,1979,0,12,12,0
24167,523,6,1979,80,1,1,4
24165,523,3,1979,58,3,3,4
24164,523,21,1979,5,8,8,0
24162,523,56,1979,1,10,10,0
24160,523,32,1979,37,4,4,0
24193,524,62,1979,0,18,18,0
24192,524,51,1979,0,15,15,0
24191,524,61,1979,0,17,17,0
24190,524,54,1979,0,13,13,0
24189,524,60,1979,0,16,16,0
24188,524,204,1979,7,8,8,0
24187,524,4,1979,20,6,6,1
24186,524,25,1979,22,5,5,0
24185,524,59,1979,0,12,12,0
24184,524,6,1979,95,1,1,5
24183,524,57,1979,0,14,14,0
24182,524,3,1979,62,2,2,4
24180,524,58,1979,0,11,11,0
24178,524,1,1979,13,7,7,0
24212,525,182,1979,0,12,12,0
24211,525,62,1979,0,17,17,0
24210,525,51,1979,0,16,16,0
24209,525,61,1979,0,19,19,0
24208,525,54,1979,0,14,14,0
24207,525,60,1979,0,18,18,0
24206,525,204,1979,7,8,8,0
24205,525,4,1979,20,6,6,1
24204,525,25,1979,24,5,5,0
24203,525,59,1979,0,13,13,0
24202,525,6,1979,104,1,1,5
24201,525,57,1979,0,15,15,0
24200,525,3,1979,75,2,2,5
24199,525,21,1979,5,9,9,0
24197,525,56,1979,1,10,10,0
24231,526,182,1979,0,13,13,0
24230,526,62,1979,0,17,17,0
24229,526,51,1979,0,16,16,0
24228,526,61,1979,0,19,19,0
24227,526,54,1979,2,11,11,0
24226,526,60,1979,0,18,18,0
24225,526,204,1979,7,8,8,0
24224,526,4,1979,26,6,6,1
24223,526,25,1979,28,5,5,0
24222,526,59,1979,0,14,14,0
24221,526,6,1979,113,1,1,6
24220,526,57,1979,0,15,15,0
24219,526,3,1979,75,2,2,5
24217,526,58,1979,3,10,10,0
24215,526,1,1979,15,7,7,0
23446,527,64,1978,0,16,16,0
23445,527,55,1978,0,15,15,0
23444,527,60,1978,0,14,14,0
23443,527,57,1978,0,13,13,0
23442,527,32,1978,9,1,1,1
23441,527,34,1978,6,2,2,0
23440,527,25,1978,4,3,3,0
23439,527,1,1978,3,4,4,0
23438,527,6,1978,0,5,5,0
23437,527,56,1978,0,6,6,0
23436,527,59,1978,0,7,7,0
23435,527,54,1978,0,8,8,0
23434,527,58,1978,0,9,9,0
23433,527,27,1978,0,10,10,0
23432,527,63,1978,0,11,11,0
23431,527,3,1978,0,12,12,0
23463,528,64,1978,0,17,17,0
23462,528,55,1978,0,16,16,0
23461,528,60,1978,0,15,15,0
23460,528,57,1978,0,14,14,0
23459,528,21,1978,0,11,11,0
23458,528,32,1978,12,1,1,1
23457,528,34,1978,10,2,2,0
23456,528,25,1978,5,5,5,0
23455,528,1,1978,3,6,6,0
23454,528,6,1978,9,3,3,1
23453,528,56,1978,6,4,4,0
23452,528,59,1978,0,10,10,0
23451,528,54,1978,0,8,8,0
23450,528,58,1978,2,7,7,0
23449,528,27,1978,0,9,9,0
23448,528,63,1978,0,13,13,0
23447,528,3,1978,0,12,12,0
23501,530,65,1978,0,19,19,0
23482,529,65,1978,0,19,19,0
23481,529,64,1978,0,18,18,0
23480,529,57,1978,0,14,14,0
23479,529,60,1978,0,15,15,0
23478,529,4,1978,0,16,16,0
23477,529,55,1978,0,17,17,0
23476,529,21,1978,0,11,11,0
23475,529,32,1978,21,1,1,2
23474,529,34,1978,14,2,2,0
23473,529,25,1978,11,3,3,0
23472,529,1,1978,3,6,6,0
23471,529,6,1978,9,4,4,1
23470,529,56,1978,6,5,5,0
23469,529,59,1978,0,12,12,0
23468,529,54,1978,0,10,10,0
23467,529,58,1978,2,9,9,0
23466,529,27,1978,2,8,8,0
23465,529,63,1978,0,13,13,0
23464,529,3,1978,3,7,7,0
23500,530,64,1978,0,18,18,0
23499,530,57,1978,0,15,15,0
23498,530,60,1978,0,16,16,0
23497,530,4,1978,0,14,14,0
23496,530,55,1978,0,17,17,0
23495,530,21,1978,1,10,10,0
23494,530,32,1978,27,1,1,2
23493,530,34,1978,14,4,4,0
23492,530,25,1978,15,3,3,0
23491,530,1,1978,3,7,7,0
23490,530,6,1978,18,2,2,2
23489,530,56,1978,6,5,5,0
23488,530,59,1978,0,12,12,0
23487,530,54,1978,0,11,11,0
23486,530,58,1978,2,9,9,0
23485,530,27,1978,4,6,6,0
23484,530,63,1978,0,13,13,0
23483,530,3,1978,3,8,8,0
23520,531,65,1978,0,19,19,0
23519,531,64,1978,0,18,18,0
23518,531,57,1978,0,15,15,0
23517,531,60,1978,0,16,16,0
23516,531,4,1978,0,13,13,0
23515,531,55,1978,0,17,17,0
23514,531,21,1978,2,11,11,0
23513,531,32,1978,27,1,1,2
23512,531,34,1978,20,3,3,0
23511,531,25,1978,24,2,2,1
23510,531,1,1978,3,8,8,0
23509,531,6,1978,18,4,4,2
23508,531,56,1978,6,5,5,0
23507,531,59,1978,4,6,6,0
23506,531,54,1978,0,12,12,0
23505,531,58,1978,2,10,10,0
23504,531,27,1978,4,7,7,0
23503,531,63,1978,0,14,14,0
23502,531,3,1978,3,9,9,0
23539,532,64,1978,0,19,19,0
23538,532,65,1978,0,13,13,0
23537,532,57,1978,0,16,16,0
23536,532,60,1978,0,17,17,0
23535,532,4,1978,0,14,14,0
23534,532,55,1978,0,18,18,0
23533,532,21,1978,2,11,11,0
23532,532,32,1978,36,1,1,3
23531,532,34,1978,20,4,4,0
23530,532,25,1978,25,2,2,1
23529,532,1,1978,3,8,8,0
23528,532,6,1978,22,3,3,2
23527,532,56,1978,6,5,5,0
23526,532,59,1978,4,7,7,0
23525,532,54,1978,0,12,12,0
23524,532,58,1978,2,10,10,0
23523,532,27,1978,6,6,6,0
23522,532,63,1978,0,15,15,0
23521,532,3,1978,3,9,9,0
23558,533,64,1978,0,19,19,0
23557,533,65,1978,0,14,14,0
23556,533,57,1978,0,16,16,0
23555,533,60,1978,0,17,17,0
23554,533,4,1978,0,15,15,0
23553,533,55,1978,0,18,18,0
23552,533,21,1978,2,11,11,0
23551,533,32,1978,45,1,1,4
23550,533,34,1978,22,4,4,0
23549,533,25,1978,25,2,2,1
23548,533,1,1978,4,8,8,0
23547,533,6,1978,22,3,3,2
23546,533,56,1978,6,7,7,0
23545,533,59,1978,7,6,6,0
23544,533,54,1978,0,12,12,0
23543,533,58,1978,2,10,10,0
23542,533,27,1978,10,5,5,0
23541,533,63,1978,0,13,13,0
23540,533,3,1978,3,9,9,0
23577,534,64,1978,0,19,19,0
23576,534,65,1978,0,14,14,0
23575,534,57,1978,0,16,16,0
23574,534,60,1978,0,17,17,0
23573,534,4,1978,0,15,15,0
23572,534,55,1978,0,18,18,0
23571,534,21,1978,8,6,6,0
23570,534,32,1978,49,1,1,4
23569,534,34,1978,31,2,2,1
23568,534,25,1978,25,3,3,1
23567,534,1,1978,7,9,9,0
23566,534,6,1978,22,4,4,2
23565,534,56,1978,7,7,7,0
23564,534,59,1978,7,8,8,0
23563,534,54,1978,0,12,12,0
23562,534,58,1978,4,10,10,0
23561,534,27,1978,10,5,5,0
23560,534,63,1978,0,13,13,0
23559,534,3,1978,3,11,11,0
23596,535,64,1978,0,19,19,0
23595,535,65,1978,0,14,14,0
23594,535,57,1978,0,16,16,0
23593,535,60,1978,0,17,17,0
23592,535,4,1978,0,15,15,0
23591,535,55,1978,0,18,18,0
23590,535,21,1978,8,7,7,0
23589,535,32,1978,58,1,1,5
23588,535,34,1978,34,2,2,1
23587,535,25,1978,25,3,3,1
23586,535,1,1978,11,5,5,0
23585,535,6,1978,22,4,4,2
23584,535,56,1978,7,9,9,0
23583,535,59,1978,8,8,8,0
23582,535,54,1978,0,12,12,0
23581,535,58,1978,4,11,11,0
23580,535,27,1978,10,6,6,0
23579,535,63,1978,0,13,13,0
23578,535,3,1978,5,10,10,0
23615,536,64,1978,0,19,19,0
23614,536,65,1978,0,14,14,0
23613,536,57,1978,0,16,16,0
23612,536,60,1978,0,17,17,0
23611,536,4,1978,0,15,15,0
23610,536,55,1978,0,18,18,0
23609,536,21,1978,8,7,7,0
23608,536,32,1978,58,1,1,5
23607,536,34,1978,40,2,2,1
23606,536,25,1978,28,4,4,1
23605,536,1,1978,12,5,5,0
23604,536,6,1978,31,3,3,3
23603,536,56,1978,7,9,9,0
23602,536,59,1978,8,8,8,0
23601,536,54,1978,0,12,12,0
23600,536,58,1978,6,10,10,0
23599,536,27,1978,10,6,6,0
23598,536,63,1978,0,13,13,0
23597,536,3,1978,5,11,11,0
23634,537,64,1978,0,19,19,0
23633,537,65,1978,0,14,14,0
23632,537,57,1978,0,16,16,0
23631,537,60,1978,0,17,17,0
23630,537,4,1978,0,15,15,0
23629,537,55,1978,0,18,18,0
23628,537,21,1978,8,9,9,0
23627,537,32,1978,67,1,1,6
23626,537,34,1978,40,2,2,1
23625,537,25,1978,30,4,4,1
23624,537,1,1978,12,7,7,0
23623,537,6,1978,31,3,3,3
23622,537,56,1978,10,8,8,0
23621,537,59,1978,14,5,5,0
23620,537,54,1978,0,12,12,0
23619,537,58,1978,6,10,10,0
23618,537,27,1978,14,6,6,0
23617,537,63,1978,0,13,13,0
23616,537,3,1978,5,11,11,0
23672,539,64,1978,0,19,19,0
23653,538,64,1978,0,19,19,0
23652,538,65,1978,0,14,14,0
23651,538,57,1978,0,16,16,0
23650,538,60,1978,0,17,17,0
23649,538,4,1978,0,15,15,0
23648,538,55,1978,0,18,18,0
23647,538,21,1978,8,9,9,0
23646,538,32,1978,76,1,1,7
23645,538,34,1978,40,2,2,1
23644,538,25,1978,36,3,3,1
23643,538,1,1978,12,8,8,0
23642,538,6,1978,35,4,4,3
23641,538,56,1978,13,7,7,0
23640,538,59,1978,14,6,6,0
23639,538,54,1978,0,13,13,0
23638,538,58,1978,6,10,10,0
23637,538,27,1978,16,5,5,0
23636,538,63,1978,1,12,12,0
23635,538,3,1978,5,11,11,0
23671,539,65,1978,0,14,14,0
23670,539,57,1978,0,16,16,0
23669,539,60,1978,0,17,17,0
23668,539,4,1978,0,15,15,0
23667,539,55,1978,0,18,18,0
23666,539,21,1978,8,9,9,0
23665,539,32,1978,85,1,1,8
23664,539,34,1978,44,2,2,1
23663,539,25,1978,36,4,4,1
23662,539,1,1978,12,8,8,0
23661,539,6,1978,36,3,3,3
23660,539,56,1978,15,6,6,0
23659,539,59,1978,14,7,7,0
23658,539,54,1978,0,13,13,0
23657,539,58,1978,6,10,10,0
23656,539,27,1978,16,5,5,0
23655,539,63,1978,1,12,12,0
23654,539,3,1978,5,11,11,0
23691,540,64,1978,0,19,19,0
23690,540,65,1978,0,14,14,0
23689,540,57,1978,0,15,15,0
23688,540,60,1978,0,17,17,0
23687,540,4,1978,0,16,16,0
23686,540,55,1978,0,18,18,0
23685,540,21,1978,8,9,9,0
23684,540,32,1978,86,1,1,8
23683,540,34,1978,53,2,2,2
23682,540,25,1978,36,4,4,1
23681,540,1,1978,14,8,8,0
23680,540,6,1978,40,3,3,3
23679,540,56,1978,15,6,6,0
23678,540,59,1978,14,7,7,0
23677,540,54,1978,0,13,13,0
23676,540,58,1978,6,10,10,0
23675,540,27,1978,19,5,5,0
23674,540,63,1978,1,12,12,0
23673,540,3,1978,5,11,11,0
23710,541,64,1978,0,19,19,0
23709,541,65,1978,0,16,16,0
23708,541,57,1978,0,15,15,0
23707,541,60,1978,0,17,17,0
23706,541,4,1978,3,12,12,0
23705,541,55,1978,0,18,18,0
23704,541,21,1978,8,10,10,0
23703,541,32,1978,86,1,1,8
23702,541,34,1978,53,2,2,2
23701,541,25,1978,36,4,4,1
23700,541,1,1978,15,8,8,0
23699,541,6,1978,49,3,3,4
23698,541,56,1978,17,7,7,0
23697,541,59,1978,18,6,6,0
23696,541,54,1978,0,14,14,0
23695,541,58,1978,6,11,11,0
23694,541,27,1978,19,5,5,0
23693,541,63,1978,1,13,13,0
23692,541,3,1978,11,9,9,0
23729,542,64,1978,0,19,19,0
23728,542,65,1978,0,16,16,0
23727,542,57,1978,1,14,14,0
23726,542,60,1978,0,17,17,0
23725,542,4,1978,3,12,12,0
23724,542,55,1978,0,18,18,0
23723,542,21,1978,11,10,10,0
23722,542,32,1978,86,1,1,8
23721,542,34,1978,53,3,3,2
23720,542,25,1978,38,4,4,1
23719,542,1,1978,15,8,8,0
23718,542,6,1978,58,2,2,5
23717,542,56,1978,17,7,7,0
23716,542,59,1978,24,5,5,0
23715,542,54,1978,0,15,15,0
23714,542,58,1978,6,11,11,0
23713,542,27,1978,19,6,6,0
23712,542,63,1978,1,13,13,0
23711,542,3,1978,11,9,9,0
23157,543,1,1977,0,12,12,0
23156,543,25,1977,0,11,11,0
23155,543,27,1977,0,10,10,0
23154,543,59,1977,9,1,1,1
23153,543,34,1977,6,2,2,0
23152,543,6,1977,4,3,3,0
23151,543,56,1977,3,4,4,0
23150,543,32,1977,2,5,5,0
23149,543,57,1977,1,6,6,0
23148,543,63,1977,0,7,7,0
23147,543,37,1977,0,8,8,0
23146,543,58,1977,0,9,9,0
23170,544,66,1977,0,13,13,0
23169,544,1,1977,6,4,4,0
23168,544,27,1977,0,11,11,0
23167,544,25,1977,0,12,12,0
23166,544,59,1977,9,2,2,1
23165,544,34,1977,6,3,3,0
23164,544,6,1977,13,1,1,1
23163,544,56,1977,6,5,5,0
23162,544,32,1977,4,6,6,0
23161,544,57,1977,1,8,8,0
23160,544,63,1977,0,9,9,0
23159,544,37,1977,0,10,10,0
23158,544,58,1977,1,7,7,0
23183,545,66,1977,0,12,12,0
23182,545,1,1977,9,3,3,0
23181,545,27,1977,0,13,13,0
23180,545,25,1977,4,6,6,0
23179,545,59,1977,15,2,2,1
23178,545,34,1977,7,4,4,0
23177,545,6,1977,22,1,1,2
23176,545,56,1977,6,5,5,0
23175,545,32,1977,4,7,7,0
23174,545,57,1977,1,8,8,0
23173,545,63,1977,0,10,10,0
23172,545,37,1977,0,11,11,0
23171,545,58,1977,1,9,9,0
23197,546,66,1977,0,14,14,0
23196,546,67,1977,1,10,10,0
23195,546,1,1977,9,4,4,0
23194,546,27,1977,0,12,12,0
23193,546,25,1977,7,7,7,0
23192,546,59,1977,19,2,2,1
23191,546,34,1977,7,6,6,0
23190,546,6,1977,28,1,1,2
23189,546,56,1977,8,5,5,0
23188,546,32,1977,13,3,3,1
23187,546,57,1977,1,8,8,0
23186,546,63,1977,0,11,11,0
23185,546,37,1977,0,13,13,0
23184,546,58,1977,1,9,9,0
23213,547,68,1977,0,16,16,0
23212,547,64,1977,0,15,15,0
23211,547,66,1977,0,14,14,0
23210,547,67,1977,1,10,10,0
23209,547,1,1977,12,4,4,0
23208,547,27,1977,0,12,12,0
23207,547,25,1977,7,7,7,0
23206,547,59,1977,23,2,2,1
23205,547,34,1977,8,5,5,0
23204,547,6,1977,34,1,1,2
23203,547,56,1977,8,6,6,0
23202,547,32,1977,22,3,3,2
23201,547,57,1977,1,8,8,0
23200,547,63,1977,0,11,11,0
23199,547,37,1977,0,13,13,0
23198,547,58,1977,1,9,9,0
23229,548,68,1977,0,16,16,0
23228,548,64,1977,0,14,14,0
23227,548,66,1977,0,15,15,0
23226,548,67,1977,1,10,10,0
23225,548,1,1977,15,4,4,0
23224,548,27,1977,0,12,12,0
23223,548,25,1977,7,7,7,0
23222,548,59,1977,32,2,2,2
23221,548,34,1977,8,5,5,0
23220,548,6,1977,40,1,1,2
23219,548,56,1977,8,6,6,0
23218,548,32,1977,24,3,3,2
23217,548,57,1977,1,9,9,0
23216,548,63,1977,0,11,11,0
23215,548,37,1977,0,13,13,0
23214,548,58,1977,2,8,8,0
23245,549,66,1977,0,16,16,0
23244,549,64,1977,0,13,13,0
23243,549,68,1977,0,15,15,0
23242,549,67,1977,1,11,11,0
23241,549,1,1977,15,4,4,0
23240,549,27,1977,0,12,12,0
23239,549,25,1977,11,5,5,0
23238,549,59,1977,32,3,3,2
23237,549,34,1977,9,6,6,0
23236,549,6,1977,46,1,1,2
23235,549,56,1977,8,7,7,0
23234,549,32,1977,33,2,2,3
23233,549,57,1977,1,10,10,0
23232,549,63,1977,3,9,9,0
23231,549,37,1977,0,14,14,0
23230,549,58,1977,4,8,8,0
23261,550,66,1977,0,16,16,0
23260,550,64,1977,0,13,13,0
23259,550,68,1977,0,15,15,0
23258,550,67,1977,1,12,12,0
23257,550,1,1977,21,4,4,0
23256,550,27,1977,9,7,7,1
23255,550,25,1977,14,5,5,0
23254,550,59,1977,32,3,3,2
23253,550,34,1977,11,6,6,0
23252,550,6,1977,50,1,1,2
23251,550,56,1977,8,8,8,0
23250,550,32,1977,34,2,2,3
23249,550,57,1977,1,11,11,0
23248,550,63,1977,3,10,10,0
23247,550,37,1977,0,14,14,0
23246,550,58,1977,4,9,9,0
23277,551,66,1977,0,16,16,0
23276,551,64,1977,0,13,13,0
23275,551,68,1977,0,15,15,0
23274,551,67,1977,1,12,12,0
23273,551,1,1977,25,4,4,0
23272,551,27,1977,9,7,7,1
23271,551,25,1977,14,6,6,0
23270,551,59,1977,32,3,3,2
23269,551,34,1977,17,5,5,0
23268,551,6,1977,50,1,1,2
23267,551,56,1977,8,8,8,0
23266,551,32,1977,43,2,2,4
23265,551,57,1977,1,11,11,0
23264,551,63,1977,3,10,10,0
23263,551,37,1977,0,14,14,0
23262,551,58,1977,4,9,9,0
23295,552,69,1977,0,18,18,0
23294,552,66,1977,0,16,16,0
23293,552,4,1977,0,17,17,0
23292,552,64,1977,0,13,13,0
23291,552,68,1977,0,15,15,0
23290,552,67,1977,1,12,12,0
23289,552,1,1977,34,3,3,1
23288,552,27,1977,10,7,7,1
23287,552,25,1977,14,6,6,0
23286,552,59,1977,32,4,4,2
23285,552,34,1977,19,5,5,0
23284,552,6,1977,56,1,1,2
23283,552,56,1977,8,8,8,0
23282,552,32,1977,47,2,2,4
23281,552,57,1977,1,11,11,0
23280,552,63,1977,3,10,10,0
23279,552,37,1977,0,14,14,0
23278,552,58,1977,4,9,9,0
23313,553,69,1977,0,18,18,0
23312,553,66,1977,0,16,16,0
23311,553,4,1977,0,17,17,0
23310,553,64,1977,0,14,14,0
23309,553,68,1977,0,15,15,0
23308,553,67,1977,1,12,12,0
23307,553,1,1977,34,4,4,1
23306,553,27,1977,10,7,7,1
23305,553,25,1977,14,6,6,0
23304,553,59,1977,38,3,3,2
23303,553,34,1977,23,5,5,0
23302,553,6,1977,65,1,1,3
23301,553,56,1977,8,8,8,0
23300,553,32,1977,47,2,2,4
23299,553,57,1977,2,11,11,0
23298,553,63,1977,5,9,9,0
23297,553,37,1977,0,13,13,0
23296,553,58,1977,4,10,10,0
23331,554,69,1977,0,18,18,0
23330,554,66,1977,0,16,16,0
23329,554,4,1977,0,17,17,0
23328,554,64,1977,0,13,13,0
23327,554,68,1977,0,15,15,0
23326,554,67,1977,1,12,12,0
23325,554,1,1977,35,4,4,1
23324,554,27,1977,10,8,8,1
23323,554,25,1977,16,6,6,0
23322,554,59,1977,38,3,3,2
23321,554,34,1977,27,5,5,0
23320,554,6,1977,71,1,1,3
23319,554,56,1977,8,9,9,0
23318,554,32,1977,47,2,2,4
23317,554,57,1977,2,11,11,0
23316,554,63,1977,5,10,10,0
23315,554,37,1977,0,14,14,0
23314,554,58,1977,13,7,7,1
23349,555,69,1977,0,18,18,0
23348,555,66,1977,0,16,16,0
23347,555,4,1977,0,17,17,0
23346,555,64,1977,0,13,13,0
23345,555,68,1977,0,15,15,0
23344,555,67,1977,1,12,12,0
23343,555,1,1977,35,4,4,1
23342,555,27,1977,16,6,6,1
23341,555,25,1977,16,7,7,0
23340,555,59,1977,42,3,3,2
23339,555,34,1977,27,5,5,0
23338,555,6,1977,80,1,1,4
23337,555,56,1977,11,9,9,0
23336,555,32,1977,47,2,2,4
23335,555,57,1977,4,11,11,0
23334,555,63,1977,5,10,10,0
23333,555,37,1977,0,14,14,0
23332,555,58,1977,13,8,8,1
23369,556,71,1977,0,19,19,0
23368,556,70,1977,0,18,18,0
23367,556,69,1977,0,20,20,0
23366,556,66,1977,0,16,16,0
23365,556,4,1977,0,17,17,0
23364,556,64,1977,0,14,14,0
23363,556,68,1977,0,15,15,0
23362,556,67,1977,1,12,12,0
23361,556,1,1977,38,4,4,1
23360,556,27,1977,16,8,8,1
23359,556,25,1977,17,7,7,0
23358,556,59,1977,42,3,3,2
23357,556,34,1977,27,5,5,0
23356,556,6,1977,86,1,1,4
23355,556,56,1977,11,9,9,0
23354,556,32,1977,56,2,2,5
23353,556,57,1977,6,10,10,0
23352,556,63,1977,5,11,11,0
23351,556,37,1977,0,13,13,0
23389,557,71,1977,0,19,19,0
23388,557,70,1977,0,18,18,0
23387,557,69,1977,0,20,20,0
23386,557,66,1977,0,16,16,0
23385,557,4,1977,0,17,17,0
23384,557,64,1977,0,13,13,0
23383,557,68,1977,0,15,15,0
23382,557,67,1977,1,12,12,0
23381,557,1,1977,47,3,3,2
23380,557,27,1977,16,8,8,1
23379,557,25,1977,17,7,7,0
23378,557,59,1977,46,4,4,2
23377,557,34,1977,27,5,5,0
23376,557,6,1977,89,1,1,4
23375,557,56,1977,11,9,9,0
23374,557,32,1977,62,2,2,5
23373,557,57,1977,8,10,10,0
23372,557,63,1977,5,11,11,0
23371,557,37,1977,0,14,14,0
23370,557,58,1977,17,6,6,1
23409,558,71,1977,0,19,19,0
23408,558,70,1977,0,18,18,0
23407,558,69,1977,0,20,20,0
23406,558,66,1977,0,16,16,0
23405,558,4,1977,0,17,17,0
23404,558,64,1977,0,14,14,0
23403,558,68,1977,0,15,15,0
23402,558,67,1977,1,12,12,0
23401,558,1,1977,51,4,4,2
23400,558,27,1977,16,8,8,1
23399,558,25,1977,23,6,6,0
23398,558,59,1977,55,3,3,3
23397,558,34,1977,27,5,5,0
23396,558,6,1977,89,1,1,4
23395,558,56,1977,11,9,9,0
23394,558,32,1977,62,2,2,5
23393,558,57,1977,10,10,10,0
23392,558,63,1977,6,11,11,0
23391,558,37,1977,0,13,13,0
23390,558,58,1977,20,7,7,1
23430,559,72,1977,0,15,15,0
23429,559,71,1977,0,20,20,0
23428,559,70,1977,0,19,19,0
23427,559,69,1977,0,21,21,0
23426,559,66,1977,0,17,17,0
